Time,REAL_DATA,TELE_DATA
199,223,220
200,223,220
201,221,218
202,223,220
203,223,220
204,221,218
205,220,218
206,221,219
207,223,220
208,223,220
209,223,220
210,221,218
211,223,220
212,223,220
213,223,220
214,222,218
215,223,220
216,223,220
217,223,220
218,223,220
219,223,220
220,223,220
221,222,218
222,223,220
223,221,218
224,223,220
225,221,218
226,221,218
227,222,218
228,223,220
229,223,220
230,223,220
231,222,218
232,221,218
233,221,218
234,223,220
235,221,218
236,223,220
237,223,220
238,221,218
239,222,219
240,223,220
241,221,218
242,221,218
243,222,218
244,223,220
245,223,220
246,223,220
247,221,218
248,223,220
249,223,220
250,223,220
251,223,220
252,222,218
253,223,220
254,221,218
255,223,220
256,222,219
257,223,220
258,221,218
259,223,220
260,223,220
261,223,220
262,222,218
263,223,220
264,223,220
265,221,218
266,223,220
267,222,218
268,223,220
269,223,220
270,223,220
271,221,218
272,221,218
273,221,218
274,221,218
275,222,218
276,223,220
277,223,220
278,223,220
279,223,220
280,221,218
281,223,220
282,221,218
283,222,218
284,223,220
285,221,218
286,223,220
287,223,220
288,221,218
289,223,220
290,223,220
291,220,218
292,223,220
293,223,220
294,223,220
295,223,220
296,219,217
297,221,218
298,221,218
299,222,219
300,220,217
301,219,216
302,221,218
303,218,216
304,221,218
305,221,218
306,217,214
307,218,215
308,218,215
309,218,214
310,217,214
311,219,217
312,218,215
313,217,214
314,217,214
315,219,217
316,219,216
317,217,214
318,219,217
319,218,217
320,218,217
321,218,215
322,219,216
323,218,215
324,218,215
325,217,214
326,219,217
327,218,216
328,218,215
329,217,214
330,218,214
331,218,215
332,218,214
333,218,216
334,218,214
335,218,215
336,218,215
337,218,214
338,219,216
339,216,214
340,219,216
341,219,216
342,218,215
343,219,216
344,217,214
345,216,214
346,218,215
347,217,214
348,217,214
349,218,215
350,218,215
351,216,214
352,217,214
353,219,216
354,216,214
355,219,216
356,216,214
357,218,215
358,219,216
359,216,214
360,218,215
361,218,215
362,218,216
363,218,215
364,217,214
365,218,215
366,219,216
367,216,214
368,219,216
369,217,214
370,218,215
371,218,215
372,218,215
373,219,216
374,216,214
375,217,214
376,219,216
377,218,215
378,217,214
379,219,216
380,218,215
381,218,215
382,217,214
383,216,214
384,219,216
385,218,216
386,217,214
387,219,216
388,218,215
389,216,214
390,218,215
391,218,214
392,218,215
393,218,215
394,218,214
395,218,214
396,216,214
397,218,216
398,219,216
399,218,214
400,218,214
401,219,216
402,218,215
403,217,214
404,216,214
405,218,215
406,218,215
407,219,216
408,217,214
409,219,216
410,218,215
411,218,215
412,218,214
413,216,214
414,216,214
415,218,217
416,216,214
417,217,214
418,216,214
419,218,214
420,218,214
421,218,214
422,218,216
423,217,214
424,217,214
425,219,217
426,217,214
427,217,214
428,219,216
429,218,216
430,219,217
431,218,215
432,217,214
433,219,217
434,219,217
435,219,217
436,218,215
437,218,215
438,217,214
439,219,217
440,218,215
441,219,217
442,221,218
443,218,215
444,221,218
445,221,219
446,219,216
447,218,215
448,221,218
449,221,218
450,221,218
451,220,218
452,222,219
453,220,218
454,219,217
455,220,218
456,220,218
457,220,218
458,220,218
459,223,220
460,220,218
461,223,220
462,223,220
463,223,220
464,223,220
465,223,220
466,223,220
467,221,218
468,221,218
469,221,218
470,221,218
471,223,220
472,223,220
473,221,218
474,223,220
475,223,220
476,223,220
477,222,218
478,223,220
479,223,220
480,221,218
481,223,220
482,223,220
483,222,218
484,223,220
485,223,220
486,221,218
487,221,218
488,223,220
489,223,220
490,223,220
491,222,219
492,223,220
493,223,220
494,223,220
495,221,218
496,222,218
497,221,218
498,222,219
499,222,218
500,222,218
501,223,220
502,222,218
503,222,218
504,223,220
505,221,218
506,221,218
507,223,220
508,221,218
509,222,219
510,223,220
511,223,220
512,222,218
513,221,218
514,223,220
515,223,220
516,223,220
517,223,220
518,222,218
519,221,218
520,221,218
521,221,218
522,223,220
523,222,218
524,223,220
525,223,220
526,221,218
527,221,218
528,221,218
529,223,220
530,221,218
531,223,220
532,222,218
533,221,218
534,223,220
535,222,218
536,223,220
537,223,220
538,223,220
539,223,220
540,223,220
541,223,220
542,223,220
543,223,220
544,223,220
545,223,220
546,223,220
547,221,218
548,223,220
549,221,218
550,223,220
551,221,218
552,223,220
553,223,220
554,223,220
555,222,219
556,221,218
557,223,220
558,223,220
559,221,218
560,222,218
561,223,220
562,221,218
563,223,220
564,221,218
565,221,218
566,221,218
567,222,218
568,221,218
569,222,218
570,221,218
571,222,218
572,223,220
573,221,218
574,220,218
575,223,220
576,223,220
577,223,220
578,221,218
579,223,220
580,222,218
581,223,220
582,223,220
583,221,218
584,222,219
585,222,219
586,221,218
587,223,220
588,223,220
589,223,220
590,221,218
591,223,220
592,223,220
593,222,219
594,222,218
595,221,218
596,221,218
597,222,218
598,221,218
599,221,218
600,223,220
601,223,220
602,223,220
603,221,218
604,223,220
605,223,220
606,221,218
607,223,220
608,223,220
609,221,218
610,222,219
611,222,218
612,222,218
613,223,220
614,223,220
615,223,220
616,222,219
617,221,218
618,222,218
619,221,218
620,223,220
621,223,220
622,222,219
623,223,220
624,223,220
625,221,218
626,223,220
627,223,220
628,221,218
629,222,219
630,223,220
631,223,220
632,223,220
633,223,220
634,222,219
635,221,218
636,221,218
637,222,219
638,221,218
639,222,219
640,223,220
641,222,218
642,223,220
643,221,218
644,221,218
645,223,220
646,222,218
647,223,220
648,222,219
649,222,219
650,223,220
651,223,220
652,223,220
653,223,220
654,223,220
655,221,218
656,223,220
657,222,219
658,221,218
659,221,218
660,223,220
661,221,218
662,223,220
663,222,219
664,223,220
665,223,220
666,223,220
667,221,218
668,223,220
669,223,220
670,221,218
671,222,219
672,222,219
673,222,218
674,223,220
675,223,220
676,221,218
677,223,220
678,222,218
679,223,220
680,223,220
681,221,218
682,223,220
683,223,220
684,223,220
685,223,220
686,223,220
687,223,220
688,223,220
689,223,220
690,223,220
691,221,218
692,221,218
693,222,219
694,223,220
695,223,220
696,221,218
697,223,220
698,222,218
699,223,220
700,222,219
701,223,220
702,222,218
703,223,220
704,223,220
705,221,218
706,222,218
707,222,218
708,221,218
709,223,220
710,222,219
711,223,220
712,221,218
713,223,220
714,221,218
715,221,218
716,223,220
717,222,218
718,223,220
719,223,220
720,223,220
721,221,218
722,223,220
723,222,218
724,223,220
725,221,218
726,221,218
727,223,220
728,223,220
729,221,218
730,223,220
731,223,220
732,223,220
733,223,220
734,221,218
735,221,218
736,221,218
737,223,220
738,223,220
739,221,218
740,222,218
741,221,218
742,223,220
743,220,218
744,221,218
745,221,218
746,223,220
747,223,220
748,223,220
749,223,220
750,222,218
751,221,218
752,221,218
753,223,220
754,223,220
755,221,218
756,221,218
757,223,220
758,223,220
759,223,220
760,222,219
761,223,220
762,221,218
763,221,218
764,223,220
765,223,220
766,223,220
767,223,220
768,223,220
769,223,220
770,223,220
771,223,220
772,221,218
773,221,218
774,222,218
775,223,220
776,223,220
777,221,218
778,223,220
779,223,220
780,222,218
781,223,220
782,223,220
783,222,218
784,223,220
785,221,218
786,223,220
787,221,218
788,222,219
789,221,218
790,221,218
791,222,219
792,223,220
793,222,219
794,223,220
795,223,220
796,221,218
797,223,220
798,223,220
799,222,218
800,221,218
801,223,220
802,221,218
803,222,218
804,222,219
805,223,220
806,221,218
807,222,218
808,223,220
809,223,220
810,221,218
811,223,220
812,223,220
813,222,218
814,223,220
815,221,218
816,223,220
817,221,218
818,221,218
819,223,220
820,223,220
821,223,220
822,223,220
823,223,220
824,222,219
825,223,220
826,223,220
827,222,218
828,221,218
829,221,218
830,221,218
831,222,218
832,221,218
833,223,220
834,222,219
835,223,220
836,223,220
837,223,220
838,221,218
839,221,218
840,223,220
841,221,218
842,223,220
843,221,218
844,223,220
845,222,218
846,222,219
847,221,218
848,221,218
849,223,220
850,222,218
851,221,218
852,222,218
853,221,218
854,223,220
855,223,220
856,222,218
857,223,220
858,222,219
859,221,218
860,223,220
861,223,220
862,223,220
863,222,219
864,223,220
865,221,218
866,221,218
867,223,220
868,223,220
869,222,219
870,221,218
871,223,220
872,221,218
873,223,220
874,223,220
875,223,220
876,223,220
877,223,220
878,223,220
879,221,218
880,223,220
881,223,220
882,222,218
883,223,220
884,221,218
885,221,218
886,221,218
887,221,218
888,222,218
889,222,218
890,223,220
891,223,220
892,221,218
893,221,218
894,223,220
895,223,220
896,222,218
897,223,220
898,223,220
899,221,218
900,221,218
901,222,219
902,221,218
903,221,218
904,222,219
905,221,218
906,222,219
907,223,220
908,221,218
909,223,220
910,221,218
911,223,220
912,223,220
913,221,218
914,222,218
915,223,220
916,223,220
917,223,220
918,223,220
919,223,220
920,223,220
921,221,218
922,223,220
923,223,220
924,223,220
925,221,218
926,223,220
927,223,220
928,223,220
929,221,218
930,222,219
931,223,220
932,223,220
933,223,220
934,221,218
935,221,218
936,223,220
937,221,218
938,223,220
939,221,218
940,222,218
941,221,218
942,223,220
943,221,218
944,223,220
945,221,218
946,223,220
947,222,218
948,223,220
949,223,220
950,221,218
951,223,220
952,223,220
953,223,220
954,223,220
955,221,218
956,221,218
957,223,220
958,223,220
959,223,220
960,222,219
961,221,218
962,221,218
963,223,220
964,223,220
965,223,220
966,222,219
967,221,218
968,221,218
969,223,220
970,223,220
971,223,220
972,222,218
973,223,220
974,221,218
975,221,218
976,223,220
977,223,220
978,223,220
979,221,218
980,223,220
981,222,218
982,223,220
983,223,220
984,222,219
985,222,218
986,221,218
987,222,219
988,223,220
989,221,218
990,223,220
991,223,220
992,221,218
993,222,219
994,223,220
995,223,220
996,221,218
997,223,220
998,221,218
999,222,218
1000,223,220
1001,221,218
1002,222,218
1003,221,218
1004,223,220
1005,223,220
1006,223,220
1007,223,220
1008,221,218
1009,223,220
1010,221,218
1011,223,220
1012,221,218
1013,223,220
1014,223,220
1015,223,220
1016,223,220
1017,223,220
1018,223,220
1019,221,218
1020,221,218
1021,222,219
1022,223,220
1023,223,220
1024,223,220
1025,223,220
1026,222,218
1027,221,218
1028,223,220
1029,221,218
1030,223,220
1031,223,220
1032,221,218
1033,221,218
1034,221,218
1035,223,220
1036,223,220
1037,220,218
1038,223,220
1039,220,218
1040,220,217
1041,223,220
1042,219,217
1043,220,218
1044,222,220
1045,223,220
1046,221,218
1047,220,218
1048,219,216
1049,218,215
1050,220,217
1051,218,215
1052,221,218
1053,221,218
1054,217,214
1055,221,218
1056,221,218
1057,218,215
1058,218,215
1059,219,217
1060,219,217
1061,218,215
1062,219,216
1063,218,215
1064,217,214
1065,219,217
1066,219,216
1067,218,215
1068,218,215
1069,217,214
1070,218,215
1071,217,214
1072,217,214
1073,218,214
1074,218,214
1075,217,214
1076,218,216
1077,218,214
1078,218,215
1079,218,215
1080,218,215
1081,216,214
1082,217,214
1083,218,215
1084,218,214
1085,219,216
1086,218,215
1087,217,214
1088,217,214
1089,218,215
1090,218,215
1091,216,214
1092,216,214
1093,216,214
1094,218,215
1095,219,216
1096,216,214
1097,219,216
1098,216,214
1099,218,214
1100,219,216
1101,217,214
1102,217,214
1103,216,214
1104,218,215
1105,219,216
1106,216,214
1107,216,214
1108,216,214
1109,218,215
1110,219,217
1111,218,215
1112,216,214
1113,218,215
1114,219,216
1115,218,215
1116,217,214
1117,217,214
1118,216,214
1119,219,216
1120,219,216
1121,216,214
1122,218,214
1123,219,216
1124,218,215
1125,218,215
1126,218,215
1127,219,216
1128,219,216
1129,218,215
1130,217,214
1131,218,214
1132,217,214
1133,219,216
1134,217,214
1135,217,214
1136,216,214
1137,216,214
1138,219,217
1139,216,214
1140,217,214
1141,218,215
1142,216,214
1143,218,215
1144,218,215
1145,217,214
1146,216,214
1147,216,214
1148,218,215
1149,218,215
1150,217,214
1151,217,214
1152,218,215
1153,219,216
1154,218,214
1155,218,215
1156,218,215
1157,218,215
1158,217,214
1159,217,214
1160,216,214
1161,216,214
1162,219,216
1163,218,215
1164,217,214
1165,218,216
1166,217,214
1167,216,214
1168,218,216
1169,217,214
1170,217,214
1171,217,214
1172,218,215
1173,218,215
1174,218,214
1175,218,214
1176,217,214
1177,217,214
1178,219,216
1179,217,214
1180,217,214
1181,217,214
1182,218,217
1183,218,215
1184,218,215
1185,217,214
1186,218,215
1187,219,217
1188,218,215
1189,218,215
1190,217,214
1191,218,215
1192,218,215
1193,221,218
1194,218,215
1195,221,219
1196,221,218
1197,221,218
1198,218,215
1199,222,219
1200,218,215
1201,222,219
1202,218,216
1203,222,220
1204,219,217
1205,219,217
1206,223,220
1207,219,217
1208,223,220
1209,220,218
1210,220,218
1211,221,218
1212,220,218
1213,221,218
1214,220,218
1215,221,218
1216,223,220
1217,221,218
1218,222,218
1219,223,220
1220,221,218
1221,221,218
1222,223,220
1223,221,218
1224,221,218
1225,221,218
1226,222,218
1227,223,220
1228,223,220
1229,221,218
1230,223,220
1231,223,220
1232,223,220
1233,223,220
1234,223,220
1235,222,218
1236,223,220
1237,223,220
1238,222,218
1239,222,218
1240,222,218
1241,223,220
1242,221,218
1243,222,218
1244,221,218
1245,223,220
1246,223,220
1247,223,220
1248,221,218
1249,223,220
1250,223,220
1251,223,220
1252,223,220
1253,223,220
1254,223,220
1255,223,220
1256,222,218
1257,223,220
1258,223,220
1259,221,218
1260,221,218
1261,222,218
1262,221,218
1263,223,220
1264,221,218
1265,223,220
1266,223,220
1267,221,218
1268,223,220
1269,223,220
1270,221,218
1271,223,220
1272,223,220
1273,222,218
1274,221,218
1275,221,218
1276,223,220
1277,221,218
1278,222,218
1279,222,219
1280,221,218
1281,223,220
1282,223,220
1283,221,218
1284,223,220
1285,221,218
1286,223,220
1287,223,220
1288,223,220
1289,222,218
1290,223,220
1291,223,220
1292,223,220
1293,223,220
1294,221,218
1295,221,218
1296,223,220
1297,222,219
1298,223,220
1299,223,220
1300,221,218
1301,222,219
1302,221,218
1303,223,220
1304,223,220
1305,223,220
1306,223,220
1307,223,220
1308,223,220
1309,223,220
1310,222,218
1311,221,218
1312,222,219
1313,221,218
1314,223,220
1315,221,218
1316,223,220
1317,221,218
1318,221,218
1319,223,220
1320,223,220
1321,223,220
1322,223,220
1323,223,220
1324,221,218
1325,223,220
1326,222,218
1327,221,218
1328,221,218
1329,222,218
1330,221,218
1331,223,220
1332,223,220
1333,223,220
1334,223,220
1335,223,220
1336,223,220
1337,221,218
1338,220,218
1339,223,220
1340,223,220
1341,221,218
1342,223,220
1343,223,220
1344,222,218
1345,221,218
1346,223,220
1347,223,220
1348,223,220
1349,221,218
1350,221,218
1351,221,218
1352,223,220
1353,222,218
1354,223,220
1355,223,220
1356,221,218
1357,222,218
1358,221,218
1359,222,219
1360,221,218
1361,221,218
1362,223,220
1363,223,220
1364,223,220
1365,221,218
1366,223,220
1367,221,218
1368,223,220
1369,223,220
1370,223,220
1371,223,220
1372,221,218
1373,223,220
1374,223,220
1375,221,218
1376,222,218
1377,223,220
1378,223,220
1379,223,220
1380,223,220
1381,221,218
1382,221,218
1383,221,218
1384,221,218
1385,221,218
1386,221,218
1387,222,218
1388,222,219
1389,223,220
1390,222,219
1391,223,220
1392,223,220
1393,223,220
1394,221,218
1395,223,220
1396,221,218
1397,223,220
1398,221,218
1399,222,218
1400,222,218
1401,222,218
1402,223,220
1403,223,220
1404,221,218
1405,222,218
1406,223,220
1407,221,218
1408,223,220
1409,223,220
1410,221,218
1411,222,219
1412,221,218
1413,223,220
1414,223,220
1415,221,218
1416,221,218
1417,223,220
1418,221,218
1419,223,220
1420,223,220
1421,221,218
1422,223,220
1423,223,220
1424,223,220
1425,223,220
1426,223,220
1427,221,218
1428,221,218
1429,223,220
1430,223,220
1431,221,218
1432,222,219
1433,223,220
1434,223,220
1435,221,218
1436,221,218
1437,223,220
1438,221,218
1439,221,218
1440,221,218
1441,222,218
1442,222,218
1443,221,218
1444,221,218
1445,223,220
1446,221,218
1447,221,218
1448,222,218
1449,221,218
1450,223,220
1451,223,220
1452,223,220
1453,221,218
1454,221,218
1455,221,218
1456,222,218
1457,223,220
1458,223,220
1459,220,218
1460,221,218
1461,223,220
1462,223,220
1463,221,218
1464,223,220
1465,223,220
1466,221,218
1467,221,218
1468,221,218
1469,223,220
1470,221,218
1471,222,218
1472,221,218
1473,223,220
1474,223,220
1475,223,220
1476,221,218
1477,223,220
1478,221,218
1479,222,218
1480,221,218
1481,223,220
1482,221,218
1483,223,220
1484,223,220
1485,221,218
1486,223,220
1487,223,220
1488,221,218
1489,221,218
1490,222,219
1491,223,220
1492,221,218
1493,223,220
1494,221,218
1495,223,220
1496,223,220
1497,223,220
1498,221,218
1499,221,218
1500,221,218
1501,221,218
1502,222,219
1503,223,220
1504,223,220
1505,222,218
1506,223,220
1507,222,218
1508,221,218
1509,223,220
1510,222,218
1511,222,218
1512,223,220
1513,221,218
1514,223,220
1515,223,220
1516,222,218
1517,223,220
1518,221,218
1519,223,220
1520,221,218
1521,223,220
1522,223,220
1523,223,220
1524,223,220
1525,222,218
1526,221,218
1527,223,220
1528,223,220
1529,223,220
1530,222,219
1531,221,218
1532,221,218
1533,223,220
1534,223,220
1535,223,220
1536,223,220
1537,223,220
1538,222,218
1539,220,218
1540,223,220
1541,222,218
1542,222,218
1543,223,220
1544,221,218
1545,221,218
1546,221,218
1547,222,218
1548,223,220
1549,223,220
1550,222,219
1551,221,218
1552,223,220
1553,223,220
1554,223,220
1555,223,220
1556,223,220
1557,221,218
1558,222,218
1559,222,218
1560,223,220
1561,223,220
1562,223,220
1563,223,220
1564,223,220
1565,222,218
1566,221,218
1567,222,219
1568,223,220
1569,223,220
1570,221,218
1571,223,220
1572,223,220
1573,222,218
1574,221,218
1575,222,219
1576,221,218
1577,223,220
1578,223,220
1579,223,220
1580,223,220
1581,221,218
1582,223,220
1583,223,220
1584,221,218
1585,221,218
1586,223,220
1587,222,218
1588,223,220
1589,222,219
1590,223,220
1591,223,220
1592,222,218
1593,222,219
1594,221,218
1595,223,220
1596,221,218
1597,223,220
1598,221,218
1599,221,218
1600,222,218
1601,221,218
1602,222,218
1603,222,219
1604,223,220
1605,223,220
1606,222,219
1607,222,219
1608,221,218
1609,221,218
1610,223,220
1611,221,218
1612,222,218
1613,221,218
1614,221,218
1615,221,218
1616,223,220
1617,221,218
1618,223,220
1619,223,220
1620,221,218
1621,223,220
1622,223,220
1623,222,218
1624,223,220
1625,223,220
1626,222,218
1627,221,218
1628,222,218
1629,223,220
1630,222,219
1631,222,218
1632,221,218
1633,221,218
1634,223,220
1635,223,220
1636,222,218
1637,223,220
1638,223,220
1639,222,218
1640,221,218
1641,223,220
1642,222,218
1643,221,218
1644,223,220
1645,221,218
1646,222,218
1647,221,218
1648,223,220
1649,222,218
1650,221,218
1651,222,218
1652,223,220
1653,221,218
1654,223,220
1655,221,218
1656,221,218
1657,223,220
1658,223,220
1659,221,218
1660,223,220
1661,223,220
1662,221,218
1663,223,220
1664,223,220
1665,223,220
1666,223,220
1667,223,220
1668,223,220
1669,223,220
1670,223,220
1671,223,220
1672,223,220
1673,223,220
1674,221,218
1675,222,218
1676,223,220
1677,223,220
1678,221,218
1679,221,218
1680,221,218
1681,221,218
1682,221,218
1683,223,220
1684,223,220
1685,221,218
1686,222,219
1687,222,219
1688,223,220
1689,223,220
1690,223,220
1691,223,220
1692,221,218
1693,223,220
1694,221,218
1695,222,218
1696,221,218
1697,222,218
1698,223,220
1699,223,220
1700,223,220
1701,221,218
1702,221,218
1703,221,218
1704,221,218
1705,222,218
1706,221,218
1707,223,220
1708,223,220
1709,221,218
1710,221,218
1711,223,220
1712,223,220
1713,223,220
1714,223,220
1715,222,218
1716,223,220
1717,221,218
1718,222,219
1719,223,220
1720,223,220
1721,221,218
1722,221,218
1723,223,220
1724,223,220
1725,222,218
1726,221,218
1727,221,218
1728,221,218
1729,223,220
1730,223,220
1731,222,218
1732,223,220
1733,222,218
1734,223,220
1735,223,220
1736,223,220
1737,223,220
1738,221,218
1739,221,218
1740,221,218
1741,222,218
1742,221,218
1743,222,218
1744,223,220
1745,221,218
1746,222,218
1747,223,220
1748,221,218
1749,222,218
1750,223,220
1751,221,218
1752,222,218
1753,221,218
1754,221,218
1755,223,220
1756,221,218
1757,223,220
1758,223,220
1759,223,220
1760,222,219
1761,223,220
1762,221,218
1763,223,220
1764,221,218
1765,223,220
1766,223,220
1767,223,220
1768,221,218
1769,223,220
1770,221,218
1771,221,218
1772,221,218
1773,223,220
1774,223,220
1775,223,220
1776,222,218
1777,221,218
1778,222,218
1779,222,218
1780,223,220
1781,221,218
1782,221,218
1783,221,218
1784,223,220
1785,221,218
1786,223,220
1787,223,220
1788,223,220
1789,223,220
1790,220,218
1791,219,217
1792,223,220
1793,220,218
1794,222,220
1795,220,218
1796,220,218
1797,220,217
1798,218,215
1799,220,217
1800,218,215
1801,218,215
1802,218,214
1803,221,218
1804,221,218
1805,221,218
1806,217,214
1807,217,214
1808,219,218
1809,219,217
1810,217,214
1811,217,214
1812,219,217
1813,217,214
1814,217,214
1815,218,215
1816,217,214
1817,218,215
1818,217,214
1819,217,214
1820,217,214
1821,218,215
1822,217,214
1823,217,214
1824,217,214
1825,218,217
1826,218,214
1827,218,217
1828,217,214
1829,217,214
1830,218,215
1831,218,214
1832,218,214
1833,218,215
1834,219,216
1835,216,214
1836,216,214
1837,218,215
1838,216,214
1839,218,215
1840,218,215
1841,216,214
1842,218,215
1843,216,214
1844,218,215
1845,218,215
1846,219,216
1847,217,214
1848,216,214
1849,216,214
1850,216,214
1851,219,216
1852,218,216
1853,216,214
1854,216,214
1855,218,214
1856,219,217
1857,217,214
1858,218,215
1859,219,216
1860,217,214
1861,219,216
1862,218,215
1863,216,214
1864,218,215
1865,218,215
1866,218,214
1867,219,217
1868,217,214
1869,217,214
1870,217,214
1871,217,214
1872,217,214
1873,219,216
1874,219,216
1875,217,214
1876,217,214
1877,216,214
1878,217,214
1879,219,216
1880,218,215
1881,217,214
1882,219,216
1883,219,216
1884,218,214
1885,218,215
1886,216,214
1887,216,214
1888,218,215
1889,216,214
1890,216,214
1891,216,214
1892,216,214
1893,218,215
1894,218,215
1895,218,216
1896,217,214
1897,218,215
1898,219,216
1899,217,214
1900,217,214
1901,218,215
1902,218,215
1903,215,212
1904,216,214
1905,216,214
1906,219,216
1907,219,216
1908,218,215
1909,219,216
1910,218,215
1911,218,216
1912,219,216
1913,216,214
1914,216,214
1915,216,214
1916,217,214
1917,218,214
1918,218,216
1919,217,214
1920,218,214
1921,217,214
1922,218,216
1923,218,214
1924,217,214
1925,218,216
1926,218,215
1927,218,216
1928,218,216
1929,218,215
1930,219,217
1931,218,215
1932,218,217
1933,218,215
1934,219,217
1935,217,214
1936,219,217
1937,219,217
1938,218,215
1939,219,217
1940,218,215
1941,218,215
1942,221,218
1943,217,214
1944,217,214
1945,221,218
1946,221,219
1947,220,216
1948,218,215
1949,219,216
1950,219,216
1951,219,217
1952,220,218
1953,220,218
1954,219,217
1955,223,220
1956,220,218
1957,223,220
1958,220,218
1959,223,220
1960,220,218
1961,220,218
1962,223,220
1963,221,218
1964,221,218
1965,222,218
1966,222,219
1967,222,218
1968,223,220
1969,222,219
1970,222,218
1971,223,220
1972,223,220
1973,221,218
1974,221,218
1975,221,218
1976,223,220
1977,223,220
1978,223,220
1979,223,220
1980,221,218
1981,222,218
1982,223,220
1983,221,218
1984,221,218
1985,223,220
1986,221,218
1987,223,220
1988,221,218
1989,223,220
1990,222,219
1991,222,218
1992,221,218
1993,221,218
1994,221,218
1995,221,218
1996,222,218
1997,221,218
1998,221,218
1999,222,218
2000,222,218
2001,222,219
2002,222,218
2003,223,220
2004,223,220
2005,223,220
2006,223,220
2007,223,220
2008,221,218
2009,222,219
2010,223,220
2011,221,218
2012,221,218
2013,222,218
2014,221,218
2015,221,218
2016,220,218
2017,221,218
2018,221,218
2019,223,220
2020,221,218
2021,223,220
2022,221,218
2023,221,218
2024,223,220
2025,223,220
2026,222,218
2027,221,218
2028,223,220
2029,223,220
2030,222,219
2031,221,218
2032,221,218
2033,222,218
2034,221,218
2035,222,218
2036,221,218
2037,219,216
2038,223,220
2039,221,218
2040,221,218
2041,221,218
2042,223,220
2043,222,219
2044,223,220
2045,222,218
2046,221,218
2047,221,218
2048,223,220
2049,223,220
2050,221,218
2051,221,218
2052,223,220
2053,223,220
2054,223,220
2055,223,220
2056,223,220
2057,223,220
2058,223,220
2059,223,220
2060,223,220
2061,222,219
2062,221,218
2063,221,218
2064,221,218
2065,221,218
2066,222,218
2067,221,218
2068,223,220
2069,222,218
2070,221,218
2071,221,218
2072,223,220
2073,222,219
2074,223,220
2075,222,218
2076,222,218
2077,222,218
2078,223,220
2079,221,218
2080,221,218
2081,222,218
2082,221,218
2083,222,219
2084,221,218
2085,222,218
2086,222,218
2087,221,218
2088,223,220
2089,223,220
2090,221,218
2091,223,220
2092,223,220
2093,223,220
2094,222,219
2095,222,218
2096,222,218
2097,221,218
2098,221,218
2099,222,218
2100,221,218
2101,221,218
2102,223,220
2103,222,219
2104,223,220
2105,223,220
2106,222,219
2107,223,220
2108,221,218
2109,223,220
2110,221,218
2111,222,218
2112,223,220
2113,223,220
2114,221,218
2115,223,220
2116,222,219
2117,221,218
2118,222,219
2119,223,220
2120,223,220
2121,221,218
2122,221,218
2123,221,218
2124,223,220
2125,223,220
2126,223,220
2127,223,220
2128,221,218
2129,222,218
2130,223,220
2131,221,218
2132,222,218
2133,223,220
2134,221,218
2135,222,218
2136,223,220
